status,collision_index,collision_year,collision_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_severity
Unvalidated,2024010519197,2024.0,010519197,1.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,1,1.0,2,E01003604,-1,3
Unvalidated,2024010520604,2024.0,010520604,1.0,1.0,3,1.0,-1,-1,6.0,9,0,0,0.0,0,-1.0,-1,-1,-1,3
Unvalidated,2024991435435,2024.0,991435435,2.0,1.0,1,2.0,69,10,0.0,0,0,0,0.0,9,2.0,3,-1,3,3
Unvalidated,2024440046964,2024.0,440046964,1.0,1.0,1,1.0,80,11,0.0,0,0,0,0.0,9,1.0,5,E01023258,-1,3
,2024010506835,2024.0,010506835,1.0,1.0576417144302737,3,1.0,43,7,5.0,4,0,0,0.0,0,1.0,5,E01033494,-1,2
Unvalidated,2024010506904,2024.0,010506904,1.0,1.0,1,1.0,17,4,0.0,0,0,0,,3,1.0,4,E01003412,-1,3
,2024401454324,2024.0,401454324,1.0,1.0,1,2.0,48,8,0.0,0,0,0,0.0,9,1.0,6,E01017616,3,3
,2024041461692,2024.0,041461692,1.0,5.0,3,1.0,13,3,5.0,1,0,0,0.0,0,1.0,3,E01025442,3,3
Unvalidated,2024552400389,2024.0,552400389,1.0,1.0,1,1.0,24,5,0.0,0,0,0,0.0,3,1.0,6,E01020516,-1,3
Unvalidated,2024131411517,2024.0,131411517,1.0,1.0,1,1.0,57,9,0.0,0,0,0,0.0,4,3.0,10,E01011649,3,3
Unvalidated,2024531465674,2024.0,531465674,2.0,1.0,1,1.0,38,7,0.0,0,0,0,0.0,9,2.0,6,E01022261,3,3
Unvalidated,2024041454233,2024.0,041454233,1.0,1.0,1,2.0,77,11,0.0,0,0,0,0.0,9,1.0,10,E01025259,3,3
Unvalidated,2024520401344,,520401344,1.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,9,3.0,8,E01029201,-1,3
Unvalidated,2024421401210,2024.0,421401210,2.0,1.0,1,2.0,63,9,0.0,0,0,0,0.0,9,1.0,7,E01015876,3,3
Unvalidated,2024430248791,2024.0,430248791,2.0,1.0,1,1.0,67,10,0.0,0,0,0,0.0,9,3.0,9,E01017853,-1,3
Unvalidated,2024430021377,2024.0,,1.0,1.0,3,1.0,47,8,5.403743173043695,1,0,0,0.0,0,1.0,5,W01001229,-1,3
Unvalidated,2024070475770,2024.0,070475770,2.0,2.0,2,2.0,68,10,0.0,0,2,0,0.0,9,1.0,8,E01012395,-1,3
Unvalidated,2024111438988,2024.0,111438988,1.0,1.0,2,1.0,20,4,-0.23385742569890303,0,1,0,0.0,9,1.0,1,E01020758,3,3
Unvalidated,2024141422790,2024.0,141422790,1.0,1.0,1,2.0,-1,-1,0.0,0,0,0,,9,1.0,6,E01007455,3,3
Unvalidated,2024522401774,,522401774,1.9205545086105662,1.0,1,1.0,67,10,0.002494449554134972,0,0,0,0.0,1,1.0,10,E01014990,-1,2
Unvalidated,2024471462763,2024.0,471462763,1.0,1.0,2,,-1,-1,0.0,0,0,2,0.0,11,-1.0,-1,-1,3,3
Unvalidated,2024451471715,2024.0,451471715,1.0,1.0,1,1.0,28,6,0.0,0,0,0,0.0,9,3.0,9,E01030880,3,3
Unvalidated,2024471405775,2024.0,471405775,2.0,1.0,1,1.0,17,4,0.0,0,0,0,0.0,9,1.0,9,E01031670,3,3
Unvalidated,2024052401301,2024.0,052401301,1.0,1.0,1,1.0,16,4,0.0,0,0,0,0.0,90,1.0,5,E01006502,-1,3
Unvalidated,2024010500965,2024.0,010500965,1.0,1.0,1,2.0,31,6,0.0,0,0,0,0.0,4,1.0,2,E01002056,-1,3
Unvalidated,2024471433322,2024.0,471433322,2.0,1.0,1,2.0,21,5,0.0,0,0,0,0.0,1,3.0,7,E01016899,3,3
Unvalidated,2024161453063,2024.0,161453063,2.0,0.8426212067889691,1,2.0,78,11,0.0,0,0,0,0.0,22,1.0,8,E01012977,3,3
Unvalidated,2024421460222,2024.0,421460222,2.0,1.0,1,1.0,48,8,0.0,0,0,0,0.0,21,1.0,9,E01002471,3,3
Unvalidated,2024520401890,2024.0,520401890,2.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,9,-1.0,-1,-1,-1,3
,2024010488476,2024.0,010488476,2.0,2.0,1,2.0,71,10,0.0,0,0,0,0.0,9,1.0,8,E01000253,-1,2
Unvalidated,2024010490668,2024.0,010490668,1.0,1.0,1,1.0,23,5,0.0,0,0,0,0.0,3,1.0,5,E01002371,-1,3
Unvalidated,2024061420076,2024.0,061420076,2.0,1.0,1,1.0,25,5,0.0,0,0,0,0.0,1,,1,E01005209,3,3
Unvalidated,2024010499604,2024.0,010499604,1.2008424955109038,1.0,1,2.0,64,9,0.0,0,0,0,0.0,9,1.0,2,E01000627,-1,3
Unvalidated,2024501419961,2024.0,501419961,1.0,1.0,1,2.0,48,8,0.0,0,0,0,0.0,9,1.0,4,E01020271,3,3
Unvalidated,2024211437964,2024.0,211437964,2.0,1.0,1,1.0,24,5,0.0,0,0,0,0.0,9,1.0,3,E01014282,3,3
Unvalidated,2024010516628,2024.0,010516628,2.0,1.2003938638793112,1,1.0,18,4,0.0,0,0,0,,1,1.0,4,E01001995,-1,3
Unvalidated,2024401442546,2024.0,401442546,2.0,1.0,1,1.0,44,7,0.0,0,0,0,0.0,9,1.0,6,E01015718,3,3
Unvalidated,2024471426464,2024.0,471426464,1.0,1.0,3,2.0,40,7,10.0,9,0,0,2.0,0,2.0,6,E01021193,3,3
Unvalidated,2024010508060,2024.0,010508060,1.0,1.0,1,1.0,49,8,0.0,0,0,0,0.0,3,1.0,7,E01003865,-1,3
Unvalidated,2024471406018,2024.0,471406018,1.0,2.8249634898321014,2,2.0,13,3,0.0,0,2,0,0.0,9,,1,E01031429,3,3
Unvalidated,2024351458321,2024.0,351458321,1.0,1.0,1,2.0,37,7,0.0,0,0,0,0.0,9,1.0,3,E01017975,3,3
Unvalidated,2024440133762,2024.0,440133762,1.0,2.0,2,1.0,21,5,0.0,0,1,0,0.0,9,1.0,3,E01023205,-1,3
Unvalidated,2024311460346,2024.0,311460346,2.0,1.0,1,1.0,48,8,0.0,0,0,0,0.0,1,1.0,4,E01027957,3,3
Unvalidated,2024471406018,2024.0,471406018,2.0,5.0,2,2.0,31,6,0.0,0,1,0,0.0,9,1.0,6,E01031468,7,2
Unvalidated,202460Q017451,2024.0,60Q017451,1.0,1.0,3,1.0,82,11,1.0,1,0,0,0.0,0,-1.0,-1,-1,-1,3
Unvalidated,2024421449800,2024.0,421449800,2.0,1.0,1,1.0,24,5,0.0,0,0,0,0.0,3,1.0,8,E01021717,3,3
,2024531404533,2024.0,531404533,2.0,2.0,2,2.0,48,8,0.0,0,1,0,0.0,9,1.0,4,E01022310,3,3
Unvalidated,2024010509591,2024.0,010509591,1.0,1.0,1,1.0,29,6,0.0,0,0,0,0.0,98,1.0,4,E01003255,-1,3
Unvalidated,2024010494388,2024.0,010494388,2.0,1.0,1,2.0,23,5,0.0,0,0,0,0.0,9,1.0,6,E01001991,-1,3
Unvalidated,2024401453786,2024.0,401453786,2.0866063555393106,2.0,1,1.0,51,8,0.0,0,0,0,0.0,9,1.0,3,E01015788,3,3
Unvalidated,2024471410441,2024.0,471410441,1.0,1.0,2,1.0,17,4,0.0,0,2,0,0.0,9,1.0,9,E01031489,3,3
Unvalidated,2024221427022,2024.0,221427022,2.0,2.0,1,2.0,23,5,0.0,0,0,0,0.0,9,1.0,10,E01032337,3,3
Unvalidated,2024411427936,2024.0,411427936,1.0,1.0,1,1.0,55,8,0.0,0,0,0,0.0,9,-1.0,-1,-1,1,1
Unvalidated,2024991426949,2024.0,991426949,2.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,9,1.0,4,-1,3,3
Unvalidated,2024141401515,2024.0,141401515,3.0,1.0,1,1.0,56,9,0.0,0,0,0,0.0,97,1.0,1,E01007466,3,3
Unvalidated,2024010516722,2024.0,010516722,1.0,2.0,2,2.0,41,7,0.0,0,0,0,0.0,3,-1.0,-1,-1,-1,3
Unvalidated,2024101442751,2024.0,101442751,1.0,1.0,3,1.0,11,3,8.0,1,0,0,0.0,0,1.0,1,E01008841,3,3
Unvalidated,2024520400236,2024.0,520400236,2.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,5,3.0,5,E01029230,-1,1
Unvalidated,2024111462535,2024.0,111462535,2.0,1.0,1,2.0,35,6,0.0,0,0,0,0.0,9,1.0,1,E01020807,3,3
,2024351401655,,351401655,1.0,0.8624097645006532,1,1.0,18,4,0.0,0,0,0,0.0,9,1.0,3,E01015752,3,3
Unvalidated,202417L103324,2024.0,,1.0,1.0,1,,36,7,0.0,0,-1,0,0.0,9,2.0,3,E01012155,-1,3
Unvalidated,2024332400604,2024.0,332400604,1.0,1.0,1,2.0,40,7,0.0,0,-1,0,0.0,9,2.0,5,E01025875,3,3
Unvalidated,2024052401112,2024.0,052401112,1.0,1.0,3,1.0,25,5,1.0,1,0,0,0.0,0,1.0,1,E01007126,-1,3
Unvalidated,2024010505216,2024.0,010505216,1.0,1.0,1,1.0,64,9,0.0,0,0,0,0.0,9,1.0,2,E01004089,-1,3
Unvalidated,2024061401331,2024.0,061401331,2.0,1.0,1,2.0,-1,-1,0.0,0,0,0,0.0,9,1.0,1,E01005698,3,3
Unvalidated,2024010486898,2024.0,010486898,2.0,2.0,1,1.0,26,6,0.0,0,0,0,0.0,9,1.0,2,E01003334,-1,3
Unvalidated,2024991458176,2024.0,991458176,1.0,5.0,2,2.0,43,7,0.0,0,2,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024361400663,2024.0,361400663,2.0,1.0,2,2.0,9,2,0.0,0,2,0,0.0,9,3.0,7,E01026897,3,3
Unvalidated,2024010490387,2024.0,010490387,1.0,1.0,1,2.0,48,8,0.0,0,0,0,,1,1.0,8,E01016319,-1,3
Unvalidated,2024010497640,2024.0,010497640,2.0,2.0,1,1.0,45,7,0.0,0,0,0,0.0,9,1.0,9,E01030605,-1,3
Unvalidated,2024302400353,,302400353,1.4900971952431021,1.0598972114437841,1,1.0,36,7,0.0,0,0,0,0.0,9,1.0,5,E01005944,-1,3
Unvalidated,2024522402474,2024.0,522402474,1.0,2.0,3,1.0,37,7,5.0,9,0,0,0.0,0,1.0,5,E01033345,-1,3
Unvalidated,2024440039248,2024.0,440039248,3.0,4.0,1,1.0,48,8,0.0,0,0,0,0.0,9,3.0,8,E01022627,-1,3
Unvalidated,2024401460363,2024.0,401460363,1.0,1.0,1,1.0,22,5,0.0,0,0,0,0.0,9,1.0,4,E01015784,3,3
Unvalidated,2024471450488,2024.0,471450488,1.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,3,1.0,10,E01031754,3,3
Unvalidated,2024351463068,2024.0,351463068,1.7243151701922628,1.0,1,2.0,60,9,0.052788492822790065,0,0,0,0.0,1,3.0,10,E01018292,3,3
Unvalidated,2024111457791,2024.0,111457791,2.0,1.0,1,1.0,39,7,0.0,0,0,0,0.0,9,1.0,3,E01020599,3,3
Unvalidated,2024010513281,2024.0,010513281,1.0,1.0,3,2.0,24,5,10.0,9,0,0,0.0,0,1.0,3,E01003589,-1,2
Unvalidated,2024440102669,2024.0,440102669,1.0,1.0,1,2.0,34,6,0.0,0,0,0,0.0,9,1.0,3,E01023055,-1,3
Unvalidated,2024061437580,2024.0,061437580,1.0,1.0722614171441784,3,,46,8,10.0,9,0,0,2.0,0,1.0,1,E01005527,3,3
,2024440085575,2024.0,440085575,2.0,2.0,2,1.0,25,5,0.0,0,1,0,0.0,9,1.0,7,E01022481,-1,3
Unvalidated,2024311431262,2024.0,311431262,1.0,1.0,3,2.0,31,6,5.0,9,0,0,0.0,0,-1.0,-1,-1,3,3
Unvalidated,2024471457546,2024.0,471457546,2.0,1.0,1,1.0,54,8,0.0,0,0,0,0.0,1,3.0,10,E01021234,3,3
Unvalidated,2024161429575,,161429575,1.0,1.0,1,1.0,22,5,0.0,0,0,0,0.0,9,2.0,10,E01013293,3,3
Unvalidated,2024221398479,2024.0,221398479,1.0,1.0,2,2.0,68,10,0.0,0,1,0,0.0,9,2.0,5,E01032214,3,3
Unvalidated,2024010510966,2024.0,010510966,1.0,1.0,1,1.0,25,5,0.0,0,0,0,0.0,1,1.0,3,E01003972,-1,3
Unvalidated,2024991419147,2024.0,991419147,2.0,1.0,1,1.0,32,6,0.0,0,0,0,0.0,9,3.0,8,-1,3,3
Unvalidated,2024052400540,2024.0,052400540,1.0,1.0,2,2.0,88,11,0.0,0,0,3,0.0,11,1.0,3,E01007180,-1,2
Unvalidated,2024311452379,2024.0,311452379,2.0,1.0,1,2.0,51,8,0.0,0,0,0,0.0,9,1.0,4,E01025962,3,3
Unvalidated,2024552400072,2024.0,552400072,1.0,1.0,1,2.0,45,7,0.0,0,0,0,0.0,9,1.0,4,E01015385,-1,3
Unvalidated,2024161422194,2024.0,161422194,2.0,1.0,1,1.0,10,2,0.0,0,0,0,,90,-1.0,-1,-1,3,3
Unvalidated,2024201439037,2024.0,201439037,1.0,1.0,3,2.0,40,7,6.0,9,0,0,0.0,0,-1.0,-1,-1,3,3
Unvalidated,2024461416632,2024.0,461416632,1.0,1.0,3,1.0,29,6,9.0,9,0,0,0.0,0,1.0,3,E01016021,3,3
Unvalidated,2024451408461,2024.0,451408461,1.0,1.0,1,1.0,88,11,0.0,0,0,0,0.0,9,2.0,7,E01030938,3,3
Unvalidated,2024430133172,2024.0,430133172,1.0,1.0,1,1.0,38,7,0.0,0,0,0,0.0,3,1.0,3,E01016499,-1,3
Unvalidated,2024461439122,2024.0,461439122,1.0,2.0,2,2.0,36,7,0.0,0,2,0,0.0,9,1.0,9,E01016147,3,3
Unvalidated,2024010519341,2024.0,010519341,1.0,1.0,1,1.0,46,8,0.0,0,0,0,0.0,9,1.0,9,E01002516,-1,3
Unvalidated,2024010495887,2024.0,010495887,1.0,1.0,3,1.0,54,8,10.0,9,0,0,0.0,0,1.0,7,E01004138,-1,3
Unvalidated,2024201451269,2024.0,201451269,1.0,1.0,3,2.0,20,4,5.0,2,0,0,2.0,0,-1.0,-1,-1,3,3
Unvalidated,2024201443841,,201443841,1.0,2.0,2,1.0,29,6,0.0,0,2,0,0.0,9,1.0,1,E01009048,3,3
Unvalidated,2024430269134,2024.0,430269134,1.0,1.0,1,1.0,18,4,0.0,0,0,0,0.0,9,1.0,9,E01016272,-1,3
Unvalidated,2024201414955,2024.0,201414955,1.0,1.0,1,1.0,37,7,0.0,0,0,0,0.0,9,1.0,2,E01008892,3,3
Unvalidated,2024010489925,,010489925,0.8968368228348175,2.0,2,1.0,25,5,0.0,0,1,0,0.0,9,1.0,5,E01002167,-1,3
Unvalidated,2024052401042,2024.0,052401042,1.0,1.0,3,1.0,3,1,5.0,3,0,0,0.0,0,1.0,1,E01006696,-1,3
Unvalidated,2024351449285,2024.0,,1.0,1.0,1,1.0,20,4,0.0,0,0,0,0.0,4,2.0,6,E01018042,6,2
Unvalidated,2024211458185,2024.0,211458185,1.0,2.0,2,1.0,49,8,0.0,0,1,0,0.0,9,2.0,4,E01029575,3,3
Unvalidated,2024221443023,2024.0,221443023,2.0,2.0,1,1.0,59,9,0.0,0,0,0,0.0,90,1.0,2,E01009874,3,3
Unvalidated,2024010513698,2024.0,010513698,2.0,1.0,1,2.0,40,7,0.0,0,0,0,0.0,9,-1.0,-1,-1,-1,2
Unvalidated,2024010517170,2024.0,010517170,2.0,4.0,3,2.0,41,7,6.0,9,0,0,0.0,0,1.0,2,E01001631,-1,3
Unvalidated,2024332400505,2024.0,332400505,2.0,2.0,1,1.0,50,8,0.0,0,-1,0,0.0,9,2.0,8,E01019868,-1,2
Unvalidated,2024010499430,2024.0,010499430,2.0,1.0,1,1.0,22,5,0.0,0,0,0,0.0,1,,9,E01000456,-1,3
Unvalidated,2024461449622,2024.0,461449622,0.9867539577125228,1.0,1,1.0,20,4,0.0,0,0,0,0.0,3,1.0,7,E01020970,3,3
Unvalidated,2024361439050,2024.0,361439050,2.0,1.0,1,1.0,21,5,0.0,0,0,0,0.0,4,1.0,8,E01026839,3,3
Unvalidated,2024421431703,2024.0,421431703,3.0,1.0,1,2.0,19,4,0.0,0,0,0,0.0,3,1.0,9,E01016147,1,1
Unvalidated,2024501409431,2024.0,501409431,2.0,2.0,2,2.0,6,2,0.0,0,1,0,0.0,9,3.0,4,E01018778,3,3
Unvalidated,2024461428984,2024.0,461428984,0.7854211561169202,1.0,1,1.0,35,6,0.0,0,0,0,0.0,5,3.0,5,E01024701,3,3
Unvalidated,2024010502836,2024.0,010502836,2.0,1.0,1,1.0,35,6,0.0,0,0,0,0.0,1,1.0,2,E01003097,-1,3
Unvalidated,2024010506374,2024.0,,1.0,4.0,2,2.0,12,3,0.0,0,9,0,0.0,9,1.0,3,E01001489,-1,3
Unvalidated,2024421401473,2024.0,421401473,2.0,1.0,1,1.0,40,7,0.0,0,0,0,0.0,3,1.0,7,E01021791,3,3
Unvalidated,2024610010624,2024.0,610010624,1.0,1.0,3,1.0,23,5,1.0,1,0,0,0.0,0,-1.0,-1,-1,-1,3
Unvalidated,2024101429940,2024.0,101429940,2.0,1.0,1,2.0,27,6,0.18635989038423695,0,0,0,0.0,9,1.0,2,E01008232,3,3
Unvalidated,2024010505557,2024.0,,1.0,1.0,1,1.0,31,6,0.0,0,0,0,0.0,3,1.0,2,E01003634,-1,3
Unvalidated,2024161459315,2024.0,161459315,1.0,1.0,1,1.0,65,9,0.0,0,0,0,0.0,97,-1.0,-1,-1,3,3
Unvalidated,2024070521927,2024.0,070521927,2.0,2.728963811509482,2,2.0,44,7,0.0,0,1,0,0.0,19,1.0,6,W01001510,-1,3
Unvalidated,2024351466235,,351466235,1.0,1.0,1,1.0,58,9,0.08767441128069588,0,0,0,0.0,97,3.0,9,E01025809,6,2
Unvalidated,2024501425332,2024.0,501425332,2.0,1.0,1,1.0,65,9,0.0,0,0,0,0.0,19,1.0,8,E01018855,3,3
Unvalidated,2024061438924,2024.0,061438924,1.0,1.0,2,2.0,18,4,0.0,0,1,0,0.0,9,1.0,2,E01005438,3,3
Unvalidated,2024111412964,2024.0,111412964,1.7133933043901626,1.0,1,1.0,23,5,0.03297517424238775,0,0,0,0.0,9,3.0,9,E01027747,3,3
Unvalidated,2024451416818,2024.0,451416818,2.0,2.0,1,2.0,52,8,0.0,0,0,0,0.0,98,1.0,9,E01000658,3,3
Unvalidated,2024010499217,,010499217,1.0,1.0,1,1.0,33,6,0.0,0,0,0,0.0,9,1.0,9,E01000395,-1,3
Unvalidated,2024520401808,2024.0,520401808,3.0,3.0,1,,51,8,0.0,0,0,0,0.0,9,2.0,9,E01029258,-1,3
Unvalidated,2024010506818,2024.0,010506818,1.0,1.0,1,1.0,44,7,0.0,0,0,0,0.0,9,1.0,4,E01002704,-1,3
Unvalidated,2024501418245,2024.0,501418245,2.0,2.0,1,1.0,31,6,0.0,0,0,0,0.0,9,3.0,4,E01020100,3,3
Unvalidated,2024411454859,2024.0,411454859,2.0,2.0,1,1.0,29,6,0.0,0,0,0,0.0,9,1.0,8,E01017583,3,3
Unvalidated,2024411451496,2024.0,411451496,1.0,1.0,2,1.0,-1,-1,0.0,0,2,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024010495768,2024.0,010495768,1.0,0.9285719061035531,1,1.0,33,6,0.0,0,0,0,0.0,9,1.0,5,E01003028,-1,3
Unvalidated,2024501406586,2024.0,501406586,2.0,1.0,1,1.0,38,7,-0.15742071661886506,0,0,0,0.0,9,1.0,-1,-1,3,3
Unvalidated,2024010497669,2024.0,010497669,2.0,1.0,2,2.0,29,6,0.0,0,2,0,0.0,8,1.0,2,E01002807,-1,3
Unvalidated,2024430038719,2024.0,,1.0,1.0,1,1.0,50,8,0.0,0,0,0,0.0,9,1.0,3,E01016475,-1,3
Unvalidated,2024991432999,2024.0,991432999,2.0,1.0,1,1.0,17,4,0.0,0,0,0,0.0,3,1.0,2,-1,3,3
Unvalidated,2024991403556,2024.0,991403556,3.0,2.0,2,2.0,43,7,0.0,0,1,0,0.0,9,3.0,6,-1,3,3
Unvalidated,2024010490629,2024.0,010490629,2.0,1.0,1,2.0,24,5,0.15996854462465201,0,0,0,0.0,90,1.0,3,E01003532,-1,3
Unvalidated,2024122400627,2024.0,122400627,1.0,1.0,2,2.0,27,6,0.0,0,1,0,0.0,9,3.0,7,E01011402,-1,3
Unvalidated,2024501443235,2024.0,501443235,2.0,1.0,1,1.0,44,7,0.0,0,0,0,0.0,1,2.0,4,E01020247,3,3
Unvalidated,2024010517306,2024.0,010517306,1.0,1.0,1,1.0,47,8,0.0,0,0,0,0.0,9,1.0,3,E01000622,-1,3
Unvalidated,2024361404415,2024.0,361404415,1.0,1.0,1,1.0,25,5,0.0,0,0,0,0.0,9,,-1,-1,3,3
Unvalidated,2024471446280,2024.0,471446280,1.0,1.0,1,1.0,21,5,0.0,0,0,0,0.0,9,1.0,2,E01017032,3,3
Unvalidated,2024010516395,2024.0,010516395,2.0,3.0,2,-1.0,-1,-1,0.0,0,2,0,0.0,9,1.0,4,E01001296,-1,3
Unvalidated,2024411457915,2024.0,411457915,2.0,1.0,1,1.0,52,8,0.0,0,0,0,0.0,9,1.0,5,E01023827,3,3
,2024111411278,2024.0,111411278,2.0,1.0,2,2.0,67,10,0.0,0,1,0,0.0,9,2.0,3,E01020621,3,3
Unvalidated,2024361453430,2024.0,361453430,1.0,1.0,1,-1.0,25,5,0.0,0,0,0,0.0,9,,-1,-1,3,3
Unvalidated,2024421401781,2024.0,421401781,2.0,1.0,1,,24,5,0.0,0,0,0,0.0,90,1.0,4,E01021849,3,3
Unvalidated,2024131441328,2024.0,131441328,2.0,2.0,1,2.0,37,7,0.0,0,0,0,0.0,9,1.0,4,E01007342,3,3
Unvalidated,2024520402475,2024.0,520402475,1.0,1.0,1,1.0,26,6,0.5197446030130667,0,0,0,0.0,9,1.0,5,E01029101,-1,3
Unvalidated,2024471430215,2024.0,471430215,2.0,1.0,1,1.0,55,8,0.0,0,0,0,0.0,3,2.0,5,E01031614,3,3
Unvalidated,2024010500637,2024.0,,1.0,3.0,2,-1.0,34,6,0.0,0,2,0,0.0,9,-1.0,-1,-1,-1,3
Unvalidated,2024070221245,2024.0,070221245,1.0,4.0,2,2.0,17,4,0.0,0,2,0,,9,1.0,1,E01033616,-1,3
Unvalidated,2024131458098,2024.0,131458098,1.0,3.0,2,2.0,11,3,0.0,0,1,0,,9,1.0,1,E01010653,3,3
Unvalidated,2024041427624,2024.0,041427624,1.0,1.0,2,2.0,26,6,0.0,0,2,0,0.0,9,1.0,2,E01025274,3,3
Unvalidated,2024041453557,2024.0,041453557,1.0,1.0,1,2.0,45,7,0.0,0,0,0,0.0,97,2.0,4,E01020438,6,2
Unvalidated,2024302400564,2024.0,302400564,2.0,1.0,1,1.0,39,7,0.0,0,0,0,0.0,5,1.0,1,E01005121,-1,3
Unvalidated,2024010494752,2024.0,010494752,1.0,1.0,1,1.0,25,5,0.0,0,0,0,0.0,3,1.0,4,E01003513,-1,3
Unvalidated,2024131457018,2024.0,131457018,3.0,3.0,2,2.0,6,2,0.0,0,2,0,0.0,9,1.0,4,E01010591,3,3
Unvalidated,2024302400530,2024.0,302400530,1.0,1.0,3,1.0,8,2,8.0,3,0,0,0.0,0,3.0,7,E01019814,-1,3
Unvalidated,2024010496941,2024.0,010496941,2.0,1.0,1,1.0,52,8,0.0,0,0,0,0.0,3,1.0,10,E01023743,-1,3
Unvalidated,2024552400637,2024.0,552400637,2.0,1.0,1,,15,3,0.0,0,0,0,0.0,1,1.0,6,E01015349,-1,3
Unvalidated,2024052400377,2024.0,052400377,2.0,1.0,1,1.0,41,7,0.0,0,0,0,,4,1.0,1,E01006728,-1,2
Unvalidated,2024010492575,2024.0,010492575,1.0,1.0,1,2.0,66,10,0.0,0,0,0,0.0,9,1.0,3,E01000432,-1,3
Unvalidated,2024471427658,2024.0,471427658,1.0,1.0,1,2.0,71,10,0.0,0,0,0,0.0,1,1.0,10,E01031640,3,3
Unvalidated,2024010516969,2024.0,010516969,2.0,1.0,1,1.0,47,8,0.0,0,0,0,0.0,1,1.0,3,E01001806,-1,3
Unvalidated,2024010499094,2024.0,010499094,1.0,1.0,1,1.0,20,4,0.0,0,0,0,0.0,2,1.0,2,E01001367,-1,2
Unvalidated,2024010504390,2024.0,010504390,1.0,1.1530283445378664,1,-1.0,28,6,0.0,0,0,0,,3,1.0,7,E01000710,-1,3
Unvalidated,2024010488990,2024.0,010488990,1.0,1.0,1,,27,6,0.0,0,0,0,0.0,9,1.0,2,E01001591,-1,3
Unvalidated,2024531405081,2024.0,531405081,2.0,1.0,1,2.0,25,5,0.0,0,0,0,0.0,97,1.0,4,E01032936,3,3
Unvalidated,2024010494723,2024.0,010494723,1.0,1.0,2,2.0,31,6,0.0,0,0,3,0.0,11,1.0,3,E01004397,-1,3
Unvalidated,2024061424300,2024.0,061424300,1.0942040304387262,2.0,1,1.0,34,6,0.0,0,0,0,0.0,97,-1.0,-1,-1,5,2
Unvalidated,2024231459865,2024.0,231459865,3.0,1.0598294570091213,1,2.0,42,7,0.0,0,0,0,0.0,9,1.0,7,E01009446,3,3
Unvalidated,2024131394970,2024.0,131394970,1.0,1.0,1,1.0,35,6,0.0,0,0,0,0.0,19,2.0,5,E01011883,3,3
Unvalidated,2024411453905,2024.0,411453905,2.0,1.0,1,2.0,29,6,0.0,0,0,0,0.0,9,-1.0,-1,-1,3,3
Unvalidated,2024141419900,2024.0,141419900,1.0,1.0,2,1.0,13,3,0.0,0,1,0,0.0,9,2.0,1,E01007472,3,3
Unvalidated,2024991433555,2024.0,991433555,1.0,1.0,1,2.0,29,6,0.0,0,0,0,0.0,9,1.0,1,-1,3,3
Unvalidated,2024101440449,2024.0,101440449,1.0,0.9878064011323547,1,1.0,37,7,0.0,0,0,0,0.0,1,1.0,1,E01008392,3,3
Unvalidated,2024461433086,2024.0,461433086,2.0,2.0,2,2.0,35,6,0.0,0,0,4,0.0,11,1.0,6,E01024457,3,3
,2024041456180,2024.0,041456180,2.0,1.0,1,1.0,62,9,0.0,0,0,0,0.0,97,3.0,8,E01027586,5,2
Unvalidated,2024471399936,2024.0,471399936,2.0,2.8695150122656674,2,1.0,38,7,0.0,0,1,0,,9,,5,E01020951,3,3
Unvalidated,2024411432981,2024.0,411432981,1.0,1.0,1,1.0,25,5,0.0,0,0,0,0.0,9,1.0,2,E01001439,3,3
Unvalidated,2024122400570,2024.0,122400570,2.0,1.0,2,1.0,51,8,0.0,0,1,0,0.0,9,1.0,5,E01013384,-1,3
Unvalidated,2024221454404,2024.0,221454404,1.0,1.0,1,1.0,17,4,0.0,0,0,0,0.0,9,3.0,9,W01000403,6,2
Unvalidated,2024311400061,2024.0,311400061,2.0,1.0,2,2.0,19,4,0.0,0,1,0,0.0,9,1.0,1,E01013850,3,3
Unvalidated,2024371401294,2024.0,,1.0,1.0,1,2.0,19,4,0.0,0,0,0,,9,2.0,4,E01029892,3,3
,2024440013322,2024.0,440013322,1.0,1.0,1,2.0,74,10,0.0,0,0,0,,9,1.0,9,E01022730,-1,3
,2024010495255,,,1.0,1.0,1,1.0,71,10,0.0,0,0,0,0.0,9,1.0,2,E01003968,-1,3
Unvalidated,2024010487806,,010487806,1.0,1.0,1,1.0,33,6,0.0,0,0,0,0.0,9,1.0,2,E01003918,-1,2
Unvalidated,2024010513764,2024.0,010513764,1.0,2.0,2,,-1,-1,0.0,0,1,0,0.0,9,1.0,3,E01003539,-1,3
